property_type,price,bond,address,feature_bedroom,feature_bathroom,feature_parking,agent_brand,agent_name,available_date,property_details
Townhouse,690,"Bond $2,998","2/8 Jaguar Drive, Clayton",3,2,1,Greg Hocking Telios - Oakleigh,,Open tomorrow 5:45pm View allAvailable now,"Designed with space in mind and within walking distance to Monash University & Hospital, this perfect rental comprises and features: Entrance hall, brand new ultra modern kitchen with stainless steel appliances, gas cook top, electric oven, dishwasher, floor board downstairs areas with 2 large carpeted bedrooms with built in robes and additional study/ 3rd Bedroom, 2 bathrooms, x2 toilets, split wall heating cooling systems in all bedrooms and lounge room, remote access lock up garage, low maintenance rear private courtyard and much more.Be the first to move in and enjoy this remarkable and stunning property."
Apartment,450,"Bond $1,955","5/46 Kanooka Grove, Clayton",2,1,1,Ray White - Oakleigh,,Open Wed 13 Nov 3:05pm View allAvailable 18 Nov 2019,"What a fantastic opportunity to acquire this large one bedroom apartment in a spectacular location! Located opposite Monash Medical Centre and Metres walk to Clayton train station, bus stop, parks, schools and Monash Medical Centre this apartment is not to be missed!*One spacious bedroom with built in robes*Open plan living with split system unit *Modern kitchen with gas cooking, oven and ample storage space*Central main modern bathroom with separate shower *European laundry*Sliding doors that opens to your own private large courtyard*One secured underground car space and storage facility.  *Security intercom entrance and wide entrance hallway to the complex.This property is available as per advertisement  Available to view as per the advertised inspection times or call us today for an appointment"
House,ontact,"Bond $3,037","34 Marshall Avenue, Clayton",5,2,2,KPI Real Estate,,Available now,"Enjoy this fully renovated house located in a quiet avenue within 5 minutes’ walk to Monash Clayton Campus.Features on offer;• 5 good sized bedrooms all furnished with a bed and study desk.• Updated kitchen with gas cooktop, microwave & fridge included• Open meal area with dining table & chairs.• Two fully renovated bathrooms • Additional separate toilet.• Timber floorboards throughout.• Separate laundry with washing machine provided.Peacefully positioned and close to Clayton North Primary School and Westall Secondary College.  Easy access to public transport, local shops, and restaurants.Please note the garage and the Two Bungalows located within the backyard are not included.Photo ID required at all open for inspections."
Studio,280,"Bond $1,213","95 Carinish Road, Clayton",1,2,0,,,Available now,"The Phone Code for this property is: 68985. Please quote this number when phoning or texting.A bright, neat , peaceful fully renovated studio apartment  in the convenience location. Only 100 meters away  to Clayton train station, shopping town center with hundred shops and Restrauts, library, gym center, swimming pool, etc. Free parking available. Bus 733, 631, 703 direct to Monash University or 5 mins by car . Walking 5 mins to Monash hospital. No share , own kitchen, shower, toilet, fridge, microwave, ducted heating, ceiling fan, wash machine and so on. Free wifi, 24 hours Hot water.Disclaimer: Whilst every care has been taken to verify the accuracy of the details in this advertisement, For Sale By Owner (forsalebyowner.com.au Pty Ltd) cannot guarantee its correctness. Prospective buyers or tenants need to take such action as is necessary, to satisfy themselves of any pertinent matters."
Townhouse,780.00,"Bond $3,390","U2/9 View Street, Clayton",4,3,3,Spencer Property Management,,Available now,"Great opportunity is available now for Big Family or Students to take over this spacious double storey townhouse on a quiet street. View Street is nestled between all that Clayton has to offer. 15 minute walk to the busy Clayton shopping village or Train station. If you study or work at Monash bus 703 - 733 is available every 12 minutes.- Four Spacious bedroom with built in robes - One master bedrooms with built in robes and ensuite - Timber Flooring - Open living area - Brand new kitchen with gas cooking, oven, dishwasher and storage areas. - Separate laundry - Large Study area ( Easily convert into a bedroom ) - Private Courtyard - Alarm System - Brand New Stainless Kitchen Appliances ( Rangehood, Dishwasher, Gas Stove with 5 Burner) - Low Maintenance CourtyardTo book an inspection please use contact agent tab or email: info@spencerppm.com or Wechat: spencerppm"
Studio,ontact,,"2/66 Wellington Road, Clayton",1,1,1,,,Available now,"FULL FURNISHED !!!!!!Walking distance to Monash University. Easy reach to Monash Medical Centre, Clayton Train Station, Clayton Community Centre, local shops, schools and public transport. Featuring and One car parking available."
Studio,ontact,,"5/66 Wellington Road, Clayton",1,1,1,,,Available now,"FULL FURNISHED  !!!!!!Walking distance to Monash University. Easy reach to Monash Medical Centre, Clayton Train Station, Clayton Community Centre, local shops, schools and public transport. Featuring and  One car parking available."
Unit,220,Bond $956,"1/37 Stockdale Avenue, Clayton",1,1,0,Century 21 Property Group - Clayton,,Open Wed 13 Nov 4:45pm View allAvailable now,"This modern townhouses offers share kitchen/meals and lounge room area, shared bathroom and laundry. Private spacious room with built in robe and fully furnished. Call now for more details and for inspection. All Bills included in the rent and walking distance to Monash University. "
Apartment,450,"Bond $1,950","6 Clarkson Court, Clayton",1,1,1,Campus,,Available now,"Part of the modern CAMPUS apartment complex, this property is conveniently situated near Monash University, Monash Hospital as well as the large Monash Business/Corporate park precinct. This modern apartment comes with a designer kitchen, providing ample storage and high-end appliances - including stainless steel dishwasher, oven and gas cooktop. The bedrooms have a built in wardrobe, and the bathrooms offer a contemporary design with large spacious shower and modern tiles. The apartment has a balcony is also air-conditioned offering both heating and cooling and comes with built in, ready to use Wi-Fi. The building also features secure underground car parking and lock up storage. Secure building entrance and intercom system as well as an onsite building manager.To arrange an inspection, please contact Amanda on 03 9545 5029Alternatively you can email gm@claytonservicedapartments.comCurrently we have more then one apartment available, for a listing of all properties please send enquiry through. Inspections mostly need to be arranged with the tenant so please make sure you advise a day that you would like to inspect."
Unit,430,"Bond $1,868","Unit 1/450 Haughton Road, Clayton",2,1,1,,,Available 22 Nov 2019,"NO INSPECTIONS PRIOR TO 7 NOVEMBER.This well presented 2 bedroom unit set in a premium location with high quality workmanship throughout, it will not last long.  Features:  Spacious kitchen with gas appliances, open plan living, ducted central heating, formal lounge, modern bathroom with separate shower, separate laundry, single lock up garage and courtyard.Walking distance to Clayton shops, Monash University, Monash Medical Centre & Clayton Train Station.  Great family home with everything at your fingertips.Photo ID required for all inspections."
Apartment,rom,,"1457 North Road, Clayton",1,1,0,,,Open Wed 13 Nov 2:45pm View allAvailable now,"Monash University  - Clayton Campus directly across the road, you can be on campus in minutes!!!As new, modern, stylish, fully furnished, spacious student accommodation.Featuring security entrance, lift access, common room, spacious communal outdoor area and communal laundry. Secure basement car parking available for rent.Rent includes Gas usage.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heatingAPPLY NOW to Pre-book!!"
